2013,Acura,TSX Sport Wagon,4dr Wagon w/Technology Package (2.4L 4cyl 5A)
2013,Acura,TSX Sport Wagon,4dr Wagon (2.4L 4cyl 5A)
2013,Acura,ILX,4dr Sedan (2.0L 4cyl 5A)
2013,Acura,ILX,4dr Sedan w/Premium Package (2.4L 4cyl 6M)
2013,Acura,ILX,4dr Sedan w/Technology Package (1.5L 4cyl gas/electric hybrid CVT)
2013,Acura,ILX,4dr Sedan w/Technology Package (2.0L 4cyl 5A)
2013,Acura,ILX,4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)
2013,Acura,ILX,4dr Sedan w/Premium Package (2.0L 4cyl 5A)
2013,Acura,TL,4dr Sedan (3.5L 6cyl 6A)
2013,Acura,TL,4dr Sedan w/Advance Package (3.5L 6cyl 6A)
2013,Acura,TL,SH-AWD 4dr Sedan AWD w/Technology Package (3.7L 6cyl 6M)
2013,Acura,TL,4dr Sedan w/Technology Package (3.5L 6cyl 6A)
2013,Acura,TL,SH-AWD 4dr Sedan AWD (3.7L 6cyl 6A)
2013,Acura,TL,SH-AWD 4dr Sedan AWD w/Advance Package (3.7L 6cyl 6A)
2013,Acura,TL,SH-AWD 4dr Sedan AWD w/Technology Package (3.7L 6cyl 6A)
2013,Acura,TSX,Special Edition 4dr Sedan (2.4L 4cyl 5A)
2013,Acura,TSX,Special Edition 4dr Sedan (2.4L 4cyl 6M)
2013,Acura,TSX,4dr Sedan (2.4L 4cyl 5A)
2013,Acura,TSX,4dr Sedan w/Technology Package (3.5L 6cyl 5A)
2013,Acura,TSX,4dr Sedan w/Technology Package (2.4L 4cyl 5A)
2013,Acura,ZDX,4dr Hatchback AWD (3.7L 6cyl 6A)
2013,Acura,RDX,4dr SUV (3.5L 6cyl 6A)
2013,Acura,RDX,4dr SUV AWD (3.5L 6cyl 6A)
2013,Acura,RDX,4dr SUV w/Technology Package (3.5L 6cyl 6A)
2013,Acura,RDX,4dr SUV AWD w/Technology Package (3.5L 6cyl 6A)
2013,Acura,MDX,4dr SUV AWD (3.7L 6cyl 6A)
2013,Acura,MDX,4dr SUV AWD w/Advance &  Entertainment Package (3.7L 6cyl 6A)
2013,Acura,MDX,4dr SUV AWD w/Advance Package (3.7L 6cyl 6A)
2013,Acura,MDX,4dr SUV AWD w/Technology &  Entertainment Package (3.7L 6cyl 6A)
2013,Acura,MDX,4dr SUV AWD w/Technology Package (3.7L 6cyl 6A)
2013,Audi,RS 5,2dr Coupe AWD (4.2L 8cyl 7AM)
2013,Audi,A7,Premium 4dr Sedan AWD (3.0L 6cyl S/C 8A)
2013,Audi,A8,L 3.0T quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)
2013,Audi,A8,4.0T quattro 4dr Sedan AWD (4.0L 8cyl Turbo 8A)
2013,Audi,A8,3.0T quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)
2013,Audi,A8,L 4.0T quattro 4dr Sedan AWD (4.0L 8cyl Turbo 8A)
2013,Audi,A8,L W12 6.3 quattro 4dr Sedan AWD (6.3L 12cyl 8A)
2013,Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A)
2013,Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M)
2013,Audi,A5,2.0T Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8A)
2013,Audi,A5,2.0T Premium 2dr Convertible (2.0L 4cyl Turbo CVT)
2013,Audi,TTS,Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6AM)
2013,Audi,TTS,Premium Plus quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6AM)
2013,Audi,A3,2.0T Premium quattro 4dr Wagon AWD (2.0L 4cyl Turbo 6AM)
2013,Audi,A3,2.0 TDI Premium 4dr Wagon (2.0L 4cyl Turbodiesel 6AM)
2013,Audi,A3,2.0T Premium 4dr Wagon (2.0L 4cyl Turbo 6AM)
2013,Audi,A3,2.0T Premium 4dr Wagon (2.0L 4cyl Turbo 6M)
2013,Audi,A6,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)
2013,Audi,A6,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT)
2013,Audi,A6,3.0T Premium quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A)
2013,Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M)
2013,Audi,A4,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT)
2013,Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A)
2013,Audi,allroad,Premium quattro 4dr Wagon AWD (2.0L 4cyl Turbo 8A)
2013,Audi,Q5,2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)
2013,Audi,Q5,2.0T Prestige quattro 4dr SUV AWD (2.0L 4cyl gas/electric hybrid Turbo 8A)
2013,Audi,Q5,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A)
2013,Audi,Q3,4dr SUV AWD (2.0L 4cyl Turbo 6AM)
2013,Audi,TT,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6AM)
2013,Audi,TT,2.0T Premium Plus quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6AM)
2013,Audi,S8,4dr Sedan AWD (4.0L 8cyl Turbo 8A)
2013,Audi,S7,Prestige 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)
2013,Audi,S6,Prestige 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)
2013,Audi,S5,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 7AM)
2013,Audi,S5,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 6M)
2013,Audi,S5,Premium Plus quattro 2dr Convertible AWD (3.0L 6cyl S/C 7AM)
2013,Audi,Q7,TDI Premium quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A)
2013,Audi,Q7,3.0T Premium quattro 4dr SUV AWD (3.0L 6cyl S/C 8A)
2013,Audi,Q7,3.0T S line Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A)
2013,Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM)
2013,Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M)
2013,Audi,TT RS,2dr Coupe AWD (2.5L 5cyl Turbo 6M)
2013,BMW,X6 M,4dr SUV AWD (4.4L 8cyl Turbo 6A)
2013,BMW,1 Series,128i 2dr Coupe (3.0L 6cyl 6M)
2013,BMW,1 Series,128i 2dr Convertible (3.0L 6cyl 6M)
2013,BMW,1 Series,135i 2dr Coupe (3.0L 6cyl Turbo 6M)
2013,BMW,1 Series,135is 2dr Coupe (3.0L 6cyl Turbo 6M)
2013,BMW,1 Series,135i 2dr Convertible (3.0L 6cyl Turbo 6M)
2013,BMW,1 Series,128i SULEV 2dr Coupe (3.0L 6cyl 6M)
2013,BMW,1 Series,128i SULEV 2dr Convertible (3.0L 6cyl 6M)
2013,BMW,1 Series,135is 2dr Convertible (3.0L 6cyl Turbo 6M)
2013,BMW,ActiveHybrid 7,740Li 4dr Sedan (3.0L 6cyl gas/electric hybrid Turbo 8A)
2013,BMW,6 Series,640i 2dr Coupe (3.0L 6cyl Turbo 8A)
2013,BMW,6 Series,640i 2dr Convertible (3.0L 6cyl Turbo 8A)
2013,BMW,6 Series,650i 2dr Coupe (4.4L 8cyl Turbo 8A)
2013,BMW,6 Series,650i 2dr Convertible (4.4L 8cyl Turbo 8A)
2013,BMW,6 Series,650i xDrive 2dr Convertible AWD (4.4L 8cyl Turbo 8A)
2013,BMW,6 Series,650i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A)
2013,BMW,3 Series,328i xDrive 2dr Coupe AWD (3.0L 6cyl 6M)
2013,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 6M)
2013,BMW,3 Series,328i 2dr Convertible (3.0L 6cyl 6M)
